comment_id,entry_id,author_id,owner_id,comment_body,,,class
488,891,3346,0,Nice! Glad to see that you are learning new skills no matter how trivial they might be.,,,0
489,989,3346,0,I'm glad your fellow mentors were able to teach you some new skills! Never underestimate the importance of Snapchat you never know when the skill of using 2 filters at once will come in handy.,,,0
490,968,3346,0,Bhangra is probably one of the coolest types of Indian dance (in my opinion) and hard to teach so props to you!,,,0
491,904,3346,0,Glad you're enjoying Penn State so far!,,,0
493,892,3346,0,Do you think this learning experience will prompt you to try to learn more Mandarin in the future?,,,0
494,1022,3348,0,Casey this is a really great mission statement! It is very important in life to think about independence and using this as motivation will guarantee your success.,,,0
495,913,3348,0,Hey Akshil I really like this mission statement because you focus on not only your academic and professional developments but also your personal life. It's sometimes difficult to think about your personal life in your surely busy professional life but it will always be important to think about your family and friends.,,,1
496,983,3348,0,Emily I really like that you're always trying to challenge yourself by filling your life with different activities. Learning to better yourself and also being aware of your accomplishments is very important. Keep doing what you're doing and I'm sure you'll go far in life!,,,1
497,964,3348,0,"Gabby I really like your motivation in writing this personal mission statement. The fact that you are telling yourself that you """"will"""" succeed in accomplishing your goals is a sure sign that you are very passionate about your goals and accomplishments. I wish you the best in doing everything you can at Penn State and in the future!",,,1
498,981,3348,0,Kokila you're totally right that creating a mission statement is hard! I really like what you have set as your mission statement because it seems to encompass everything there is from personal to professional life. I personally think it's really important that you have a balance between your personal and professional lives and it's great that you are also trying to strike that balance.,,,1
499,900,3348,0,Hey Raza I think it's really great that you look to your peers and other people. Using your mentors around you correctly is a very good skill to have and learning from these people will make sure that you similarly succeed!,,,1
500,972,3348,0,Nicole it's really great that you want to help people overseas and it's even better that you're passionate about it! One of the most important things in life is to find something that you are truly passionate about because that way you can live your life in a way that's both meaningful to you and useful for the rest of society. Best wishes to your dreams of working in a global environment!,,,1
501,884,3348,0,Spencer I really like your mission statement because it shows your own efforts in welcoming diversity in your life both ideologically and practically. Many people are not as open minded as you are so it's great to see someone making such an effort to improve themselves!,,,1
502,1017,3348,0,Madisyn I really like how you are putting a global perspective into your mission statement. Something like a mission trip can really change how we see the world and I can see that you definitely used your mission trip to South Africa as a source of your motivation!,,,1
503,1024,3348,0,Mike we all have something to bring to the table and it's great that you're recognizing your own skills to bring and using them to help the world as much as you can. Someone like you with the willingness to help people are important in society to help the world grow stronger!,,,1
505,980,3348,0,Alex your mission statement is so simple and powerful. I definitely do agree about how people will try to avoid showing their passions and these people will find it hard to make it far in life simply because you need to be passionate about what you're doing to succeed in it. I wish you the best in pursuing your passions!,,,1
506,907,3348,0,David I definitely agree with you that you should always lead by example and it's really great that you want to be that example for people to follow. Your mission statement shows that you're very motivated to improve yourself and I think that's a really good quality!,,,1
507,897,3348,0,Haley I really like how your mission statement revolves around helping others and that you use that mission in both your professional and your personal life. With that attitude you will definitely be able to change the world!,,,0
508,982,3348,0,Kavya your focus on hard work on dedication shows me that you are a truly motivated individual. I'm glad that you are doing something that you are truly passionate about because a lot of people don't have that figured out yet.,,,1
509,1023,3347,0,It's so awesome to hear that you were able to go to a school that means so much to you and your family.  I often find myself feeling a little jealous of those students who come from a Penn State family because I think it really brings people closer when they are able to share that sense of community.  It can be a little tough to try to make outsiders understand how special some of the things that go on here are so I'm glad that you have people close to you who can appreciate it all with you!,,,1
510,1027,3357,0,"Great insight on the similarities and agreements of each mentor's """"perfect day!"""" The constancy made for a natural and enjoyable bonding experience. The planning stage might have been slightly more difficult had disagreements occurred but I'm sure the excellent leaders of the group would have found a compromise regardless.",,,1
511,955,3357,0,Building relationships is most definitely important! I like how you mentioned the simple respect and kindness. Getting to know new people doesn't need to be a complicated experience. In fact even if you know nothing about a person simply starting with respect and kindness is the best way to get off on the right foot and build a strong network.,,,1
512,1025,3357,0,Great comment on the necessity to occasionally escape from the stress in the life of a student! Sometimes you just need to step back and enjoy the company of the people around you. Breaks from studying can actually improve your learning and improve your overall studying efficiency!,,,1
513,1021,3357,0,Penn State is definitely an exciting place to spend a day or even a full four years! The activities that you mentioned seem like great ways to meet new people and build a sense of community. It seems like you have no shortage of school pride!,,,0
514,1026,3357,0,Sounds like like a nice relaxing night of making new friends! Penn State definitely contains a multitude of enjoyable activities and they're even more enjoyable when done with a group of friends. It's important to build camaraderie with your peers especially if you'll be working closely with them.,,,0
515,1031,3357,0,Sounds like an enjoyable day! It's easy to find common ground and make new friends with such classic Penn State activities. I'm sure you're able to reflect on the lessons you learned and the sense of community that you built on this perfect day.,,,1
516,889,3346,0,Glad you found a way to share your skills with someone else!,,,0
519,970,3350,0,Susan I really liked all of your selections and the insight that you put into each one of them. I especially liked the painting about the rocks: it can be hard to stand out but being confident yourself and not being afraid to be unique is crucial to developing yourself. Great job!,,,1
520,1030,3350,0,"Cara I really like the """"Modern Limits"""" painting and I think it perfectly captures the experience that a lot of us had when we first transitioned to Penn State. Being able to break down this large and complex experience into smaller parts is the only way we can manage it and I think it's great that you were able to recognize that and find a painting that matched that idea.",,,1
521,1030,3350,0,"Cara I really liked your selection of the """"Modern Limits"""" and your analysis of it. I think that idea reflects how a lot of us feel when we transitioned to college",,,0
522,932,3347,0,I would have to agree with you about the football Zach!  I too have very little interest in football itself yet every year I find myself buying a season ticket because I can't get enough of the atmosphere.  I think I said this on someone else's reflection as well,,,0
523,898,3362,0,I'm taking a yoga class this summer so I'm anticipating the same revelations that you expressed here. Now I still cannot 'whip' as I'm told that I look like Hillary Clinton whenever I attempt it. I hope you had fun with your skill swap experience!,,,0
524,1029,3362,0,I love the Arboretum! I went there for the first time this spring and I've spent quite a good deal of time there this summer. I grew up in the woods doing nature camps and hiking and whatnot too so it really is a slice of childhood. Good reflection maybe you could take your SHO TIME group there in the fall!,,,0
525,892,3362,0,Wow that's an intense language! I'm always amazed at how diverse language really is. I only speak English and a bit of Spanish so props to Cameron for going the distance. I'm glad the experience was gratifying!,,,0
526,933,3362,0,I love seeing both sides of this story(I read Sumit's earlier). I'm sure those communication skills will come in handy come SHO TIME! I'm excited for the Brain Show because I'm sure that the whip and nae-nae will make an appearance. Great work! Keep up the good posts!,,,1
527,889,3362,0,Sounds interesting! I would love to hear more about World in Conversation - I've never heard of it before. It's really cool that you know some Chinese knowing another language is scientifically proven to alter how you think. Good work.,,,0
528,891,3362,0,I'm glad that you bonded a bit with your fellow mentors! A strong mentor network is imperative to the success of SHO TIME. I actually could use some snapchat tricks because I still have some of those hidden trophies left to get and I can't figure out how to achieve them. The dancing sounds interesting too! I definitely want to see it in the fall!,,,1
529,968,3362,0,Hey mentee! I'm glad that you connected with some other mentors it'll be good to know your fellow mentors in the fall. I need you to teach me how to dance I'm hopeless on the dance floor. I'm so proud of you for becoming a mentor this year and I know you'll do great things with my grand-mentees!,,,0
530,989,3362,0,It's cool seeing this experience from three different sides. I'm really glad you three got to know each other better. Hopefully we'll have a lot of interesting snapchat filters for you and your mentees to bond over come SHO TIME! Cool post!,,,0
531,904,3362,0,"I love how you made all those connections just by playing """"I Spy"""". Really cool! I'm glad you had this experience. I hope your summer has been full of good weather and a nice and light workload. Can't wait to see what memories your group makes come fall!",,,0
534,978,3351,0,Thanks for temporarily joining our group Matt! Remember the lessons we learned on Old Main when SHO Time rolls around this August!,,,0
535,935,3351,0,Very neat Alex! It seems like you learned a lot from this unique holiday! We can realize the beauty of cultural variance when we experience a way of life or celebration outside of our normal routines. Thank you for sharing!,,,0
536,878,3351,0,Teamwork makes the dream work! We can learn much from others especially those with knowledge and experience. SHO Time mentors should be like the veteran male cheerleaders you saw on Old Main teaching and showing the incoming freshman how to succeed at Penn State and beyond.,,,1
538,980,3356,0,I'm really glad that in doing this exercise you came out with something different than you were expecting. I think an important part of the mission statement is not to sound good (even though yours does) but to be honest with it.,,,0
539,972,3356,0,"I've been reading a lot of these mission statements and I'm glad that yours includes """"resilience."""" An important part of self development and discovering who you are is to work hard and be good regardless of what is happening in your life and it's great that you recognize that.",,,1
540,1017,3356,0,I notice that a lot of your mission statement overlaps with the ideals of the SHC which I think is fantastic. Either you had these ideals before and you found the best place possible to develop them or you have been inspired enough by them that you've taken them on yourself. If the latter is true then you'll be great at instilling those values to new students.,,,1
541,982,3356,0,Passion is arguably the most important part of any mission statement. Regardless of the goals of integrity and of global perspective without passion there is no development made out of the  mission statement. I'm happy that you've identified that in your life as well.,,,1
542,983,3356,0,"I like that your mission statement doesn't work in generics like """"I will develop."""" You've set goals (such as being challenged) and obviously by being a SHOTIME mentor you're working toward those challenges. I can't wait to see what these develop into.",,,1
543,1024,3356,0,I think the best part of this is that you're clearly doing your best now to make the world a better place. Obviously what you're studying can be developed into something incredible useful. But what's most important is that you live this mission statement in your day to day life with your interactions with friends and family.,,,1
544,893,3374,0,I envy your ability to appreciate art! I unfortunately have trouble relating to artwork in the same way.  But we need people like you to continue the appreciation of art especially considering the emphasis on STEM fields and the subsequent pull away from the humanities. I noticed you are a chemical engineering major however and it seems like you have the perfect balance! Keep doing what you're doing.,,,1
545,1010,3374,0,"It's good to have a space at school where you can feel comfortable and maybe even """"at home."""" My family used to go camping once a year together and I miss that time spent enjoying with them. I unfortunately haven't found my own space but I guess I'll have to check out the arboretum sometime soon! I haven't explored it too much but I have enjoyed lying in the grass all the way in the back. A little bit of sun is healthy! Finding a way to destress is also very healthy.",,,0
546,978,3374,0,People watching is one of my favorite things to do - you learn so much about human behavior! It is especially interesting to do so at an airport. You see such a huge range of emotions! I'm happy to hear that you are constantly thinking about your leadership role and I'm sure that will be very useful once SHO TIME starts. I'm excited to hear about your success as a mentor and about how your relationship with your mentees develops.,,,0
547,967,3374,0,"I really enjoyed the second painting you chose. I laughed a bit to myself because I've felt like that horse on more than one occasion. I feel like every day I find a challenge that I don't want to face - whether big or small. I watched a TED talk once (I can't remember what it was called) and something the woman said really stuck out to me: """"If you wait until you want to do something you're never going to do it."""" I try to remind myself that I have to create my own motivation.",,,1
548,991,3374,0,I can absolutely relate to your second painting choice. I had no final exams during finals week but I had an insane amount of work leading up to that week. Several presentations papers and graded assignments. Time management is definitely the hardest but most valuable thing I've learned since I started school at Penn State.,,,0
549,1078,3374,0,This sounds like an incredible undertaking! I've never worked in business or management but I do have experience promoting things. This year I founded the first annual high school tournament for the PSU Mock Trial Association. Getting something like that off the ground is tough work so I appreciate the effort you are describing and I congratulate you on your success! This type of work ethic is what we need to make this year's SHO TIME a success!,,,0
560,1244,3113,0,Riley well done in your work to manage such a group.  You have an insight into what the moderators for the presidential debates are going through albeit they have 2 participants  compared to your 17. One huge skill you built through this was facilitation.  The ability to manage align and progress with a large group is something of value to any future endeavor.  Kudos and check out this link from Brown University for more thoughts on facilitation: http://bit.ly/1QkLIkd,,,1
561,1350,3537,0,"Good example of how you showed leadership in a situation when you weren\'t \""""appointed\"""" the leader.  It\'s these situations where you really need to use leadership skills to bring a group together to accomplish a task.",,,1
564,1353,3537,0,I hope you get to go on more mission trips with some groups at PSU.  There are numerous groups that do various missions around both the US and the world (often at Spring break as well.),,,0
565,1354,3537,0,What a great learning experience and an excellent way to showcase both hard and soft skills you have developed.  I especially like that you were able to include a small collage photo of the event,,,1
568,1224,38,0,Kara I\'m so happy for you that you\'ve found a dream career path. Lots of people struggle with this aspect of college! How was the first women\'s exhibition game? I would love to hear more via another post or comment. -Emily,,,0
569,1132,38,0,Courtney- Your experience in Junior ROTC is really impressive. How have you continued to practice leadership skills in college?,,,0
570,1136,38,0,Courtney- Thanks for sharing your experience helping your teammates. As an HDFS major you will definitely use emotional intelligence and teamwork in your future. I\'m a fifth year graduate student in HDFS and if you are looking for research or other opportunities in HDFS I would be happy to help (eaw237@psu.edu).,,,0
571,1228,38,0,It\'s great that you found a niche at Penn State after a rough start. Have you had any experiences in Gamma Sigma Sigma or in other clubs that are related to your major Athletic Training? You\'ll gain valuable skills in all your experiences at PSU and it\'s always good to find some experiences that are related to your major too.,,,1
572,1135,38,0,Samantha- It\'s great that you want to join many clubs and organizations! It makes college more fun and you will build valuable connections like you describe below. Definitely update us on experiences you have had in addition to Sorority Recruitment now that the semester is in full swing!,,,1
573,1180,38,0,Celine- I\'m glad you were able to learn from this valuable role modeling. However it\'s unclear what your involvement was in the incident. It would be great to see more posts about things you\'ve done especially here at Penn State.,,,0
574,1283,38,0,Anya This is a great post. It was interesting to hear about your interest in art and creativity. You should consider taking a class at the Center for Arts and Crafts- really fun and great for amateurs! (http://studentaffairs.psu.edu/hub/craftcenter/),,,0
575,1333,38,0,Wow Liza what a story! I would have been very stressed if I had to teach a class on the fly. You should consider being an undergrad TA during your time at Penn State- talk to instructors and other undergrad TAs.,,,0
576,1354,38,0,Michelle- can\'t wait to hear about more of your leadership positions. I love all the details in this post.,,,0
577,1327,38,0,"Melanie- Thanks for sharing. I would definitely add \""""Initiative\"""" to the list of skills you used here.",,,0
578,1290,38,0,Sara- This is a really intense story thank you for sharing! Being an EMT is great experience as a BBH major. I\'m interested to hear more about your Penn State experiences as you go on.,,,0
580,1240,3390,0,This is a great story. Especially for recruiters to see you leadership skills and philanthropy. This is a really good post.,,,0
581,1302,3390,0,"Your wording can be improve in the beginning of this post. \""""I developed the soft skill of self-awareness since i could look back on my actions\"""" is an awkward sentence. Very wordy too. There isn\'t much flow to this post. You jump from family hiking story to your brother\'s leadership skill at Penn State. Try to focus on the flow of your post next entry. I like at the end you talk about one of your leadership skills. However I think you should consider revising this post.",,,0
583,1304,3390,0,"This is a great post that could use a little of tweaking with word choice. Other than that I like how you connected the nature in the arboretum to the story when you were 10yrs old. You chose the perfect soft skill of \""""curiosity\"""".",,,1
585,1369,3390,0,This is a great post about how you apply the things you learned in this event. I agree that social media has taken away from our privacy but it is how you let it is the key. Mediating how much you put on social media is a great skill to develop in order to promote the best Image of yourself. If there is any chance you can add more to this post i would put how this experience mode you specifically in a professional setting.,,,1
586,1297,3390,0,Love that you went with your group. Great post. This is what we want in a post,,,0
587,1358,3390,0,Good post. I think you should aware of speaking in passive voice. Also your sentence structure can use work. But the skills displayed are exactly what we are looking for,,,0
588,1310,3390,0,"There is a good flow to your post. Im kind of confused how the skill \""""diversity\"""" fits in but thats something you can flesh out.",,,0
589,1320,3390,0,I like the honesty. Next time try to reflect more while you are in the area about your history and/or how something you see has sparked a revelation of a skill you have or may want to develop,,,0
594,1191,3092,0,Hannah- I\'m glad you could learn so much in just one weekend! I believe that the best kind of leader is adaptable. In this case if nobody had stepped up to develop the plan would you have? However it\'s great that you recognized your natural leadership role. Here\'s my favorite article on the topic: it gives concrete actions to become a more well-rounded leader.  http://www.championshipcoachesnetwork.com/public/385.cfm,,,1
595,1188,3092,0,"Alaina here\'s a story for you: when I was younger I was pretty shy but now my friends know me as \""""SO good at meeting people.\"""" I now love talking to strangers and going to events alone- it\'s the best way to meet new people! Plus making new connections will make your career and life much better. As I found this is something that comes with practice. Set a benchmark for yourself to have a conversation with someone new each day. You\'ll learn some interesting things and it\'ll become a habit.",,,0
596,1202,3092,0,Your first sentence made my day- at Live It we\'re based on the power that reflection has to create personal change! I encourage you to post more entries reflecting on life experiences.  Have you thought about how leadership and reflection work together? The best leaders constantly seek improvement: using what they learn through reflection they alter their thoughts and behaviors to become more effective.,,,1
597,1378,3537,0,"Nicely written succinct explanation for all three of your choices. Think about how you might respond if an interviewer saw this and asked about your wanting to be the \""""best of the best\"""" but the job requires much collaborative teamwork. You are correct that you need to be at the top of your class to enter Athletic Training but you might need to think about and explain how you can achieve that and still be a great team player.",,,1
600,1388,3537,0,Interesting and succinct descriptions of three very different artwork choices.  Do you think you they might also have some sort of connectedness also?  I would ask you this if I was talking to you about this post.,,,0
601,1382,3537,0,Interesting and succinct descriptions of your chosen artwork that really show some deeper thinking on your part as well as letting a bit of your personality and values shine through.,,,0
604,1398,3537,0,Interesting and succinct description of your chosen artwork that really shows some deeper thinking on your part as well as letting a bit of your personality and values shine through.,,,0
605,1394,3537,0,Interesting and succinct description of your chosen artwork that really shows some deeper thinking on your part as well as letting a bit of your personality and values shine through.  Good explanation of how this painting reflects your experiences with the Four Diamonds fund.,,,0
610,1333,3113,0,Liza this sounds like a very rewarding experience and use of your time.  It sounds like you differentiated to meet the needs of each learner which is key to rapid learning growth.  Some folks would have goofed off without the lead teacher being in the room so cheers to your initiative.  I would encourage you to think of more events where you should initiative and put them on Live It to allow instructors mentors and recruiters to see your hard work. Feel free to reach out: dknicely@liveitu.com,,,0
611,1326,3113,0,Melanie I\'m so glad you shared this experience as it truly captures a great opportunity from your high school work that translates clearly to college and beyond.  I also served as a student council member in my high school and actually gave the keynote for our graduation.  It was rewarding and required the skill tags you identified here.  These skills will continue to pay dividends as you head into your career.  I certainly used these skills when I worked for Hilton hotels.,,,0
612,1078,3113,0,Zach this is a great post to show how you were able to tame multiple tasks at one time.  Your ability to partner with other individuals and agencies will certainly be a cornerstone for you in the finance field.  Do you see yourself continuing down the entrepreneurial path of building a brand via management or do you plan to push into a standard financial position?  Feel free to reach out via email dknicely@liveitu.com.,,,1
614,1383,3571,0,This is a great reflection on which pieces are of art you connected most with. However I suggest maybe just sticking with on piece of art per post It feels like you connect most with Peacock Blue and Yellow Seaform Set with Yellow Lip Wraps. To better your skills in critical thinking you can put yourself in a situation where it involves this skill. The best way to strengthen and further develop is by doing!,,,1
615,1378,3571,0,"This is well written However I would just be careful of making sure you review and edit before you post I noticed you have a spelling error by \""""to enter so I have -T- be very good\""""",,,0
616,1377,3571,0,I can relate to you on this one You really hit the nail on the head. I think this post really encapsulates what you have learned as far as how to solve your attention span problem. I think you could further increase your conflict resolution skill by reading this article: http://www.skillsyouneed.com/ips/conflict-resolution.html.,,,1
617,1376,3571,0,Wow you did a lot for your team!!! This is a great description of how you used and developed your leadership skills. To further strengthen your leadership skills I highly suggest participating in another sport at Penn State if you aren\'t already. If you get involved in any of the sports even if you are not a team captain you can still work on your leadership skills in a way that you seem to love!,,,1
618,1316,27,0,Hi Cara! You will use teamwork almost everyday of your life and through this reflections you\'ve shown that you understood the importance of this skill. I would also recommend that you consider other skills that you have developed in the process. \'Risk Taking\' or \'Adaptability\' could also fit in this post as you described conquering your fear at a young age. Keep it up!,,,1
619,1307,27,0,Thanks for sharing your experience! The Arboretum is a great example of how community service can make an impact on society. I would suggest you find new ways to contribute to your community. Penn State offers opportunities at http://volunteer.psu.edu/. You can also find service organizations at http://clubs.psu.edu.,,,0
620,1184,27,0,Great reflection Yoonsuk! The great thing about art is that any concept can be interpreted in several different ways especially when the viewers come from different backgrounds and perspectives. In the digital age more and more companies are hiring teams overseas to work together. Possessing intercultural skills is imperative in this generation to be able to communicate with people of other cultures. Keep it up!,,,1
621,1174,27,0,Thanks for sharing this experience! I see that you\'ve developed great skills from your experiences. I would suggest that you focus on one narrative to dive deeper into the story and reflect on that.,,,0
623,1192,3571,0,I think you did really well reflecting on the Shaver\'s Creek experience. You really encapsulated your leadership skill development well. I think that you should try joining other leadership groups activities or even an honor societies within Penn State to further increase your knowledge of leadership skills and how to be an even better leader! Here is the Penn State organization search to help find the organization that\'s perfect for you https://studentaffairs.psu.edu/hub/studentorgs/orgdirect,,,0
624,1206,3571,0,It was interesting to see that you broke out of your shell that is definitely a step in the right direction! I would really like to see more posts about your developing leadership experiences. I highly suggest looking through Penn State\'s organizations to find one that best suits your hobbies and can help you develop your leadership skills. Here is the link to find organizations that will suit you! https://studentaffairs.psu.edu/hub/studentorgs/orgdirectory/search.aspx,,,1
625,1295,27,0,Jill great reflection! As a past canner I too had learned so much from the experience. You can learn qualities about yourself when engaging with the community. If you\'re looking for new ways to get involved Penn State offers opportunities at http://volunteer.psu.edu/. You can also find service organizations at http://clubs.psu.edu. Keep it up!,,,1
626,1304,27,0,Hi Elle thanks for sharing your experience. Unsure of how your leadership experience relates to the reflection. I would suggest you add a little more focus in your narrative and hone in on the skills you developed at that given moment. Other than that good work!,,,1
627,1310,27,0,Thanks for sharing your experiences! Having a sense of self-awareness is very important. It leads to the development of emotional intelligence skills and can help you in your personal and work relationships throughout your life. Keep it up!,,,1
628,1240,27,0,Great reflection Taylor! Leadership is one of the biggest most sought after qualities to have in a candidate. With leadership you can help others to be at the level of understanding you are. Keep doing what you are doing it will strengthen this skill in the long-run! If you\'re looking for more ways to get involved consider some of the orgs at PSU (clubs.psu.edu). Best of luck!,,,1
629,1185,27,0,Hi Jeong great job on this reflection. I enjoyed that you and your team were able to discuss current issues. Being able to share your perspectives with others is very useful in a team setting. Thanks for sharing!,,,1
632,895,3571,0,I\'m not entirely sure where this title comes in to play I would change it to better tell the short 4-word story summary of this post. I also LOVE your style of writing! Throw up the Creativity skill tag for this post. You did a really great job in really helping the reader envision the blueberry picking trip.,,,1
633,904,3571,0,I would maybe even add the adaptability tag to this post. Reading this post shows me how you have adapted to the college life so much that you didn\'t have a thought in your mind about how it was until you were reminded. You\'re style of writing was also very engaging and enjoyable to read!,,,1
634,932,3571,0,"I really like your extended use of vocabulary and the imagery you paint in your writing. However I do believe there is some parts of your post that seem unnecessary. Some of that space could\'ve been used to elaborate more on how this experience embodied the \""""Teamwork\"""" skill tag. I definitely would like to see more posts that further elaborate on your teamwork skills!",,,1
635,885,3571,0,So sorry to hear about your grandfather my condolences. Your post was written very well and I think it is really nice you used a personal picture to help support your writing! I am eager to see more posts in the future about your skill developments. If you are really into music if you are not already in a PSU music group I highly suggest joining one that best fits your interests. This will help you experience scenarios that will help you develop your skills further!,,,1
636,1156,27,0,Great reflection Casey. Sharing your experience and perspective with others is a great skill to have in the work environment. And showing your patience and willingness to explain makes you a strong team member and leader. Nice job!,,,1
637,968,3571,0,This is a really great story! It really embodies your intercultural Skills tag very well! To further develop these skills and learn even more I highly suggest joining a group in Penn State where you can connect and teach others about your culture. You could also learn from others as well.,,,1
638,1247,27,0,Allowing people to share each other\'s ideas is critical in the work environment especially when trying to execute on a concept or new project. Startups deal with this on a daily basis. If you would like more experience with bringing ideas to life consider joining groups like Innoblue!,,,1
639,892,3571,0,I would definitely add the intercultural skill tag for this post as well. If you want to learn Chinese and a little about the culture too I highly suggest joining BAOCP (Buddhist Association Of Centre Pennsylvania) in State College! They are really great people and you do some pretty fun stuff with them and its not a religion-specific group!,,,1
640,1299,27,0,Thanks for sharing your experience! Dislocating your arm must not have been a fun memory. And that is very admirable of you mother to care for your grandmother. I suggest you dive deeper into how you see yourself as similar to your mother. Since this narrative is a reflective piece you want to look back on your own experiences.,,,1
642,891,3571,0,I would definitely add intercultural skills in place of presentation skills. This seems like it was a great experience! I highly suggest participating in more experiences at PSU such as these to broaden your skills!,,,1
643,889,3571,0,I would definitely add intercultural skills to your skill tags. I feel like you could further elaborate on this and really display your skills. However you did a great job describing the experience you had with the skill swap!,,,0
644,1029,3571,0,You did a great job at explaining your experience. Good job at using an original picture! It really compliments your writing well. I highly suggest further elaborating on your cross-country experience I feel like it would make for a great post on teamwork and leadership!,,,1
645,933,3571,0,First off I would by lying if I didn\'t say this made me laugh hysterically. I would definitely add the skill tags interpersonal skills and intercultural skills to your tags. You did a great job writing this clearly for your readers to understand.,,,1
646,713,3113,0,Katie this is a great reflection piece on a difficult decision.  My wife also was on the pre-med path and found the same thing (mainly because of organic chemistry).  She had to question her end outcome and got a minor in business. It worked out well as she landed a role as national marketing manager for a cable ad company.  Cheers to you on making the switch.  Also I have a close friend who works in HPA in Virginia if you want to connect with someone in the field. Email: dknicely@liveitu.com,,,1
647,1211,3571,0,It is great that you were able to connect to your inner values through this retreat. I highly suggest the ontinuation of this discovery by participating in other groups or activities in PSU or at home. You described your skills very well in this post!,,,1
648,870,27,0,Katie thanks for sharing your THON experience! You will use teamwork almost everyday of your life which is why the skill is important to develop. This post really encapsulates the idea of how you understood the importance of teamwork and used your skills to help your team. Good job!,,,1
649,1192,27,0,Great reflection Marissa. I\'m happy to hear you had a great experience at your retreat. Being a good leader also means being a good teammate. As Shannon said get involved with orgs on campus!,,,0
651,1191,27,0,Hannah thanks for sharing your experience! As you continue through adulthood you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new experiences. Check out clubs.psu.edu. Great work!,,,1
652,1217,27,0,Nice reflection Amy! As you continue through adulthood you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new perspectives. Check out clubs.psu.edu. Great work!,,,1
653,1210,3092,0,Emily it\'s great to see how much you learned from this leadership retreat. Definitely agree with your last point of getting to know yourself your strengths and weaknesses. The best way to do this is to put yourself in situations where you\'re out of your comfort zone- you\'re guaranteed to learn about yourself. When something both scares and excites you you know you\'re on the right path! I hope you\'re involved in some of this kind of activity outside the classroom.,,,1
654,1206,27,0,Great reflection Megan. I\'m happy to hear you had a great experience at your retreat. Being a good leader also means being a good teammate. And you\'ll see that throughout your college and professional career. As Shannon said get involved with orgs on campus!,,,1
655,1210,27,0,Great reflection Emily! I would also suggest tagging the skills \'Self-Awareness\' and \'Teamwork\' to this post. I feel that these are skills you developed to complement your leadership skills. Good work!,,,1
656,1202,27,0,Nice reflection Lauren! As you continue through adulthood you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new perspectives. Check out clubs.psu.edu. Great work!,,,1
657,1211,27,0,Great post Alexandrea! Retreats are a great way to rediscover yourself. If you\'re looking for more leader or teamwork activities find some orgs to join at clubs.psu.edu! Keep it up!,,,1
658,1205,3092,0,Victoria- I\'d love to hear the stories behind the different experiences you had at this great internship!  I see a lot of potential for more entries I\'m guessing here it was hard to fit everything into one here. Since you were exposed to so much variety consider writing a few entries that go in-depth by demonstrating how you learned these valuable skills.,,,1
659,1205,27,0,I agree with Helena! You seem have learned several things from this internship. Feel free to break up by project or event!,,,0
660,1208,27,0,Nice reflection Alexandra! As you continue through adulthood you will experience different types of leaders. It\'s always beneficial to  understand how different styles affect the team\'s morale and productivity. Consider taking leadership roles in multiple student orgs to gain new perspectives. Check out clubs.psu.edu. Great work!,,,1
661,1212,27,0,Great post Tram! I\'m glad to see you were able to learn a lot from this experience. \'Teamwork\' or \'Leadership\' are other skills you could tag on this post since the retreat aimed to help develop those skills. Nice work!,,,0
662,715,3092,0,It\'s awesome that you took the initiative to learn more about this problem as well as develop a way to educate others. Having done a weight-restricted sport in college and having a lot of athlete friends I know there is a need for education on this subject.  I definitely suggest reaching out to other PSU women\'s teams and staff who work on athletic nutrition counseling to keep this project moving forward. Consider getting others from your team involved as well- many hands make light work!,,,1
663,1208,3092,0,"Sounds like an enlightening experience! The hardest part about being a leader is still applying those three \""""pillars\"""" during tough times when your natural human reaction might be to do something different that is less effective or even damaging. Now that you understand the philosophy behind being a great leader how are you putting this into action? I\'d love to see another entry on a real life leadership experience and any surprises you encountered while implementing the above.",,,1
664,1220,3092,0,Agreed on your last point- great leaders help those around them reach their potential rather than focusing on \'leading.\'   I\'ll always remember being completely paralyzed with fear at one point during a similar high ropes course in college! I\'m glad you saw how that\'s an important lesson in emotional intelligence: in life there will always be stressful times that come out of nowhere. The faster you can recognize and address your negative emotions the better off you\'ll be.,,,1
665,1217,3092,0,Amy- it\'s great to see how much you learned from this leadership retreat. Definitely agree on the importance of getting to know yourself and your strengths and weaknesses. The best way to do this is to put yourself in situations where you\'re out of your comfort zone- you\'re guaranteed to learn about yourself. When something both scares and excites you you know you\'re on the right path! I hope you\'re involved in an activity outside the classroom where you can find this balance.,,,1
668,873,3571,0,This seems like it was a very enlightening experience for you. I believe that you can use this same type of obersavtion in other scenarios to help you further refleect and work on developing skills through reflection. This was very well written and you asked yourself a lot of good questions!,,,1
669,877,3571,0,I am not entirely sure if this post is about how you were accepted into the program  or if this was the process leading to it. I feel like you should take an experience what happened after this process and reflect on what you learned during one scenario within the group. Reflecting on an experience that happened with this group can help further develop your skills!,,,1
