comment_id,entry_id,author_id,comment_body,is_approved,class
474,1021,3347,"What an action packed day, Jamie!  I think the inclusion of a Penn State sporting event is a really awesome choice because those events tend to exemplify some of Penn State's most central values, like hard work, perseverance, and community.  Plus, there's nothing quite like joining tens of thousands of fans in a chant or a song during a close football game!",0,1
475,1025,3347,"You're definitely right, Danielle, that our perfect day was probably the break everyone was needing right before finals week.  I know that, for me, it's really important to take a step back from the stress of school and remind myself that there's more to life than work.  Thankfully, spending time with friends can be one of the best ways to do that, just like we did!",0,1
476,1026,3347,"I think it's interesting that you repeatedly mention bonding as a team throughout your reflection.  While it's true that we went out of our way to visit some classic Penn State landmarks, I think you're right that what's more important is that it gave us the opportunity to get to know everyone a little better.  I hope that everyone feels like our Perfect Day made us a stronger team that is ready to take on SHO TIME 2016!",0,1
477,1031,3347,I bet Penn State outsiders would be amazed to see that we were able to fit so much excitement into just one day!  It's truly a testament to the rich and exciting atmosphere of State College and the adventure-seeking attitudes of the students who live there.  I hope we can still find some more exciting things to do to bond with our committee come August!,0,1
478,1022,3356,"Casey, I think this mission statement is a great way to look at things. Focusing on developing skills outside the classroom is a very important part of college, and it's important not to lose sight of that. A lot of fields look at the different experiences someone has when considering them for an internship and the like. I do want to warn you though that focusing solely on grades is a slippery slope. Focus on improving yourself, and the good grades will come.",0,1
479,976,3347,"It's funny that something as simple as getting ice cream can be an opportunity for reflection (and that it can turn strangers into friends!).  As you mentioned, the personalities of our group seem to blend well together, which I think makes us an even stronger team.  Here's to hoping all of our decisions go so smoothly (and include more ice cream) once August comes!",0,1
480,897,3356,"I think one of the most important parts of this is the fact that you've figured out how to apply this mission statement to more than just your career or some form of professional development. One of the best ways to develop these sorts of mentalities like you're talking about is to live it (no pun intended). Sometimes the best way to make a difference is to just lend a hand, and I can see that you're already great at that.",0,1
481,884,3356,"Spencer, I really like your mission statement's overt goal to inspire and motivate others. I feel like that alone is something that we're looking for and hoping for in a SHOTIME mentor. I would like to see in one of these reflections a discussion on how you specifically are improving yourself. Have you been getting that coveted 4.0? Or are you just doing a little extra each day. Either one is commendable for its own reasons, and I can't wait to see what you do.",1,1
482,981,3356,"Kokila, I find it great that you're working on finding balance between our two goals of improving yourself and improving the world. I think these two goals tend to go hand in hand, but being able to separate them and work individually is admirable. I think the idea of soul searching to find yourself is an important one to have, and it's definitely one that should be shared with the SHOTIME students.",1,1
483,900,3356,"A cool part about your mission statement is that you want to keep for those who don't have the same experiences as you what others did for you. It's definitely the kind of skill set that we need in SHOTIME, and maybe it's the sort of thing that we need in life. I'm sure the students who are under you will appreciate the guidance that you can offer.",0,1
484,913,3356,"It's great that you mention developing closer personal relationships. Many people forget how important that is to personal health. It's also an important skill in these pivotal years of school. Those sorts of relationships are exactly the type of thing that is important for SHOTIME mentors, as we want to make sure the mentors and the students have a great relationship that they can rely on for the rest of their time at Penn State.",0,1
485,964,3356,"I think an important part of this is your focus on integrity and passion. I'm sure there's a fortune cookie somewhere that says if you combine those two, anything can be done. but it's true. That's the type of determination that that can make dreams come true. I also like that you keep your goals open. You might not be 100% on what they are, but you know you'll strive very hard at them.",0,0
486,1029,3346,Glad to see that you have a personal connection with the Arboretum! When do you find yourself going there most often?,0,0
487,898,3346,"How did learning this """"downward dog"""" yoga pose impact your way of thinking? Do you think that now, after learning this pose and realizing how challenging it was, it will prompt you to try out more yoga classes to improve your flexibility?",1,0
488,891,3346,"Nice! Glad to see that you are learning new skills, no matter how trivial they might be.",0,0
489,989,3346,"I'm glad your fellow mentors were able to teach you some new skills! Never underestimate the importance of Snapchat, you never know when the skill of using 2 filters at once will come in handy.",1,0
490,968,3346,"Bhangra is probably one of the coolest types of Indian dance (in my opinion) and hard to teach, so props to you!",0,0
491,904,3346,Glad you're enjoying Penn State so far!,0,0
492,934,3346,Hopefully your next group project doesn't go as horribly as this one!,0,0
493,892,3346,Do you think this learning experience will prompt you to try to learn more Mandarin in the future?,1,0
494,1022,3348,"Casey, this is a really great mission statement! It is very important in life to think about independence, and using this as motivation will guarantee your success.",0,1
495,913,3348,"Hey Akshil, I really like this mission statement, because you focus on not only your academic and professional developments, but also your personal life. It's sometimes difficult to think about your personal life in your surely busy professional life, but it will always be important to think about your family and friends.",0,1
496,983,3348,"Emily, I really like that you're always trying to challenge yourself by filling your life with different activities. Learning to better yourself and also being aware of your accomplishments is very important. Keep doing what you're doing and I'm sure you'll go far in life!",0,1
497,964,3348,"Gabby, I really like your motivation in writing this personal mission statement. The fact that you are telling yourself that you """"will"""" succeed in accomplishing your goals is a sure sign that you are very passionate about your goals and accomplishments. I wish you the best in doing everything you can at Penn State and in the future!",0,1
498,981,3348,"Kokila, you're totally right that creating a mission statement is hard! I really like what you have set as your mission statement, because it seems to encompass everything there is from personal to professional life. I personally think it's really important that you have a balance between your personal and professional lives, and it's great that you are also trying to strike that balance.",1,1
499,900,3348,"Hey Raza, I think it's really great that you look to your peers and other people. Using your mentors around you correctly is a very good skill to have, and learning from these people will make sure that you similarly succeed!",0,1
500,972,3348,"Nicole, it's really great that you want to help people overseas, and it's even better that you're passionate about it! One of the most important things in life is to find something that you are truly passionate about, because that way you can live your life in a way that's both meaningful to you and useful for the rest of society. Best wishes to your dreams of working in a global environment!",0,1
501,884,3348,"Spencer, I really like your mission statement because it shows your own efforts in welcoming diversity in your life, both ideologically and practically. Many people are not as open minded as you are, so it's great to see someone making such an effort to improve themselves!",1,1
502,1017,3348,"Madisyn, I really like how you are putting a global perspective into your mission statement. Something like a mission trip can really change how we see the world, and I can see that you definitely used your mission trip to South Africa as a source of your motivation!",1,1
503,1024,3348,"Mike, we all have something to bring to the table, and it's great that you're recognizing your own skills to bring and using them to help the world as much as you can. Someone like you with the willingness to help people are important in society to help the world grow stronger!",0,0
504,914,3348,"Elena, your medical brigade to Honduras sounded like an amazing experience! I'm very glad that it helped you realize your passion of becoming a doctor, and I wish you the best in your goals!",0,1
505,980,3348,"Alex, your mission statement is so simple and powerful. I definitely do agree about how people will try to avoid showing their passions, and these people will find it hard to make it far in life simply because you need to be passionate about what you're doing to succeed in it. I wish you the best in pursuing your passions!",0,1
506,907,3348,"David, I definitely agree with you that you should always lead by example, and it's really great that you want to be that example for people to follow. Your mission statement shows that you're very motivated to improve yourself, and I think that's a really good quality!",0,0
507,897,3348,"Haley, I really like how your mission statement revolves around helping others, and that you use that mission in both your professional and your personal life. With that attitude you will definitely be able to change the world!",0,1
508,982,3348,"Kavya, your focus on hard work on dedication shows me that you are a truly motivated individual. I'm glad that you are doing something that you are truly passionate about, because a lot of people don't have that figured out yet.",0,1
509,1023,3347,"It's so awesome to hear that you were able to go to a school that means so much to you and your family.  I often find myself feeling a little jealous of those students who come from a Penn State family because I think it really brings people closer when they are able to share that sense of community.  It can be a little tough to try to make outsiders understand how special some of the things that go on here are, so I'm glad that you have people close to you who can appreciate it all with you!",0,1
510,1027,3357,"Great insight on the similarities and agreements of each mentor's """"perfect day!"""" The constancy made for a natural and enjoyable bonding experience. The planning stage might have been slightly more difficult had disagreements occurred, but I'm sure the excellent leaders of the group would have found a compromise regardless.",0,1
511,955,3357,"Building relationships is most definitely important! I like how you mentioned the simple respect and kindness. Getting to know new people doesn't need to be a complicated experience. In fact, even if you know nothing about a person, simply starting with respect and kindness is the best way to get off on the right foot and build a strong network.",0,1
512,1025,3357,Great comment on the necessity to occasionally escape from the stress in the life of a student! Sometimes you just need to step back and enjoy the company of the people around you. Breaks from studying can actually improve your learning and improve your overall studying efficiency!,0,0
513,1021,3357,"Penn State is definitely an exciting place to spend a day, or even a full four years! The activities that you mentioned seem like great ways to meet new people and build a sense of community. It seems like you have no shortage of school pride!",0,0
514,1026,3357,"Sounds like like a nice relaxing night of making new friends! Penn State definitely contains a multitude of enjoyable activities, and they're even more enjoyable when done with a group of friends. It's important to build camaraderie with your peers, especially if you'll be working closely with them.",0,1
515,1031,3357,Sounds like an enjoyable day! It's easy to find common ground and make new friends with such classic Penn State activities. I'm sure you're able to reflect on the lessons you learned and the sense of community that you built on this perfect day.,0,0
516,889,3346,Glad you found a way to share your skills with someone else!,0,1
519,970,3350,"Susan,

I really liked all of your selections and the insight that you put into each one of them. I especially liked the painting about the rocks: it can be hard to stand out but being confident yourself and not being afraid to be unique is crucial to developing yourself. Great job!",0,1
520,1030,3350,"Cara,

I really like the """"Modern Limits"""" painting and I think it perfectly captures the experience that a lot of us had when we first transitioned to Penn State. Being able to break down this large and complex experience into smaller parts is the only way we can manage it, and I think it's great that you were able to recognize that and find a painting that matched that idea.",1,1
521,1030,3350,"Cara,

I really liked your selection of the """"Modern Limits"""" and your analysis of it. I think that idea reflects how a lot of us feel when we transitioned to college, especially coming to a school as large as Penn State. Being able to break down this huge experience into more manageable pieces as you mentioned is a crucial skill to be able to adjust and transition well. Great work!",1,1
522,932,3347,"I would have to agree with you about the football, Zach!  I too have very little interest in football itself, yet, every year, I find myself buying a season ticket because I can't get enough of the atmosphere.  I think I said this on someone else's reflection as well, but Penn State football really does exemplify the incredible sense of community that exists on this campus and among its alumni.",0,0
523,898,3362,"I'm taking a yoga class this summer so I'm anticipating the same revelations that you expressed here. Now, I still cannot 'whip', as I'm told that I look like Hillary Clinton whenever I attempt it. I hope you had fun with your skill swap experience!",1,1
524,1029,3362,"I love the Arboretum! I went there for the first time this spring and I've spent quite a good deal of time there this summer. I grew up in the woods, doing nature camps and hiking and whatnot too so it really is a slice of childhood. Good reflection, maybe you could take your SHO TIME group there in the fall!",0,0
525,892,3362,"Wow, that's an intense language! I'm always amazed at how diverse language really is. I only speak English and a bit of Spanish so props to Cameron for going the distance. I'm glad the experience was gratifying!",0,1
526,933,3362,I love seeing both sides of this story(I read Sumit's earlier). I'm sure those communication skills will come in handy come SHO TIME! I'm excited for the Brain Show because I'm sure that the whip and nae-nae will make an appearance. Great work! Keep up the good posts!,0,1
527,889,3362,"Sounds interesting! I would love to hear more about World in Conversation - I've never heard of it before. It's really cool that you know some Chinese, knowing another language is scientifically proven to alter how you think. Good work.",0,1
528,891,3362,I'm glad that you bonded a bit with your fellow mentors! A strong mentor network is imperative to the success of SHO TIME. I actually could use some snapchat tricks because I still have some of those hidden trophies left to get and I can't figure out how to achieve them. The dancing sounds interesting too! I definitely want to see it in the fall!,0,1
529,968,3362,"Hey mentee! I'm glad that you connected with some other mentors, it'll be good to know your fellow mentors in the fall. I need you to teach me how to dance, I'm hopeless on the dance floor. I'm so proud of you for becoming a mentor this year and I know you'll do great things with my grand-mentees!",0,1
530,989,3362,It's cool seeing this experience from three different sides. I'm really glad you three got to know each other better. Hopefully we'll have a lot of interesting snapchat filters for you and your mentees to bond over come SHO TIME! Cool post!,1,1
531,904,3362,"I love how you made all those connections just by playing """"I Spy"""". Really cool! I'm glad you had this experience. I hope your summer has been full of good weather and a nice and light workload. Can't wait to see what memories your group makes come fall!",0,0
532,934,3362,Great insights. I hope you bring them to your mentor role in the fall! I'm excited to see how everyone interacts because I remember how awkward orientation was at first and then how it melted away by the end.,0,0
534,978,3351,"Thanks for temporarily joining our group, Matt! Remember the lessons we learned on Old Main when SHO Time rolls around this August!",1,0
535,935,3351,"Very neat, Alex! It seems like you learned a lot from this unique holiday! We can realize the beauty of cultural variance when we experience a way of life or celebration outside of our normal routines. Thank you for sharing!",1,1
536,878,3351,"Teamwork makes the dream work! We can learn much from others, especially those with knowledge and experience. SHO Time mentors should be like the veteran male cheerleaders you saw on Old Main, teaching and showing the incoming freshman how to succeed at Penn State and beyond.",0,0
538,980,3356,"I'm really glad that in doing this exercise, you came out with something different than you were expecting. I think an important part of the mission statement is not to sound good (even though yours does) but to be honest with it.",0,1
539,972,3356,"I've been reading a lot of these mission statements and I'm glad that yours includes """"resilience."""" An important part of self development and discovering who you are is to work hard and be good regardless of what is happening in your life, and it's great that you recognize that.",0,1
540,1017,3356,"I notice that a lot of your mission statement overlaps with the ideals of the SHC, which I think is fantastic. Either you had these ideals before and you found the best place possible to develop them or you have been inspired enough by them that you've taken them on yourself. If the latter is true, then you'll be great at instilling those values to new students.",1,1
541,982,3356,"Passion is arguably the most important part of any mission statement. Regardless of the goals of integrity and of global perspective, without passion, there is no development made out of the  mission statement. I'm happy that you've identified that in your life as well.",0,1
542,983,3356,"I like that your mission statement doesn't work in generics like """"I will develop."""" You've set goals (such as being challenged) and obviously by being a SHOTIME mentor, you're working toward those challenges. I can't wait to see what these develop into.",0,1
543,1024,3356,"I think the best part of this is that you're clearly doing your best now to make the world a better place. Obviously, what you're studying can be developed into something incredible useful. But, what's most important is that you live this mission statement in your day to day life with your interactions with friends and family.",0,1
544,893,3374,"I envy your ability to appreciate art! I unfortunately have trouble relating to artwork in the same way.  But we need people like you to continue the appreciation of art, especially considering the emphasis on STEM fields and the subsequent pull away from the humanities. I noticed you are a chemical engineering major, however, and it seems like you have the perfect balance! Keep doing what you're doing.",0,1
545,1010,3374,"It's good to have a space at school where you can feel comfortable and maybe even """"at home."""" My family used to go camping once a year together and I miss that time spent enjoying with them. I unfortunately haven't found my own space but I guess I'll have to check out the arboretum sometime soon! I haven't explored it too much but I have enjoyed lying in the grass all the way in the back. A little bit of sun is healthy! Finding a way to destress is also very healthy.",0,1
546,978,3374,"People watching is one of my favorite things to do - you learn so much about human behavior! It is especially interesting to do so at an airport. You see such a huge range of emotions! I'm happy to hear that you are constantly thinking about your leadership role, and I'm sure that will be very useful once SHO TIME starts. I'm excited to hear about your success as a mentor and about how your relationship with your mentees develops.",0,1
547,967,3374,"I really enjoyed the second painting you chose. I laughed a bit to myself because I've felt like that horse on more than one occasion. I feel like every day I find a challenge that I don't want to face - whether big or small. I watched a TED talk once (I can't remember what it was called) and something the woman said really stuck out to me: """"If you wait until you want to do something, you're never going to do it."""" I try to remind myself that I have to create my own motivation.",0,1
548,991,3374,"I can absolutely relate to your second painting choice. I had no final exams during finals week, but I had an insane amount of work leading up to that week. Several presentations, papers, and graded assignments. Time management is definitely the hardest but most valuable thing I've learned since I started school at Penn State.",0,1
549,1078,3374,"This sounds like an incredible undertaking! I've never worked in business or management, but I do have experience promoting things. This year I founded the first annual high school tournament for the PSU Mock Trial Association. Getting something like that off the ground is tough work, so I appreciate the effort you are describing and I congratulate you on your success! This type of work ethic is what we need to make this year's SHO TIME a success!",0,1
560,1244,3113,"Riley, well done in your work to manage such a group.  You have an insight into what the moderators for the presidential debates are going through, albeit they have 2 participants  compared to your 17. One huge skill you built through this was facilitation.  The ability to manage, align and progress with a large group is something of value to any future endeavor.  Kudos and check out this link from Brown University for more thoughts on facilitation: http://bit.ly/1QkLIkd",1,1
561,1350,3537,"Good example of how you showed leadership in a situation when you weren\'t \""""appointed\"""" the leader.  It\'s these situations where you really need to use leadership skills to bring a group together to accomplish a task.",1,1
562,1349,3537,"You managed to reflect on all three of the suggested choices in a succinct paragraph.  I can see a future interviewer who might see this post asking you more about these works of art, so keep them in mind in the future.  I also hope you will go back and visit the Palmer in the future and be further inspired.",1,1
563,1352,3537,"\""""brought out leadership qualities\"""" - do you have enough characters in the posting to elaborate on this just a bit?  Also...\""""I will be able to volunteering more...\""""  the grammar isn\'t quite right here, so if it\'s not too hard, you might want to correct.",1,1
564,1353,3537,I hope you get to go on more mission trips with some groups at PSU.  There are numerous groups that do various missions around both the US and the world (often at Spring break as well.),1,1
565,1354,3537,What a great learning experience and an excellent way to showcase both hard and soft skills you have developed.  I especially like that you were able to include a small collage photo of the event,1,1
566,1343,3537,"Great reflections on our visit to the museum.  Wouldn\'t it be fun if a future interviewer saw this and asked you about these works of art and to explain a bit more about what they mean to you?  With that in mind, you might want to do a quick proof-read of your reflection.  There are a few typos/spelling/grammar errors that I think you\'ll find if you read over it.  One is \""""inner\"""" child.  It seems the Sarah Bernhardt spoke to many in our class!",1,1
567,1346,3537,"Great reflections on our visit to the museum. Wouldn\'t it be fun if a future interviewer saw this and asked you about these works of art and to explain a bit more about what they mean to you? I think your connection to the \""""take root\"""" piece is so true for many college students. It seems the Sarah Bernhardt spoke to many in our class!",1,0
568,1224,38,"Kara, I\'m so happy for you that you\'ve found a dream career path. Lots of people struggle with this aspect of college! How was the first women\'s exhibition game? I would love to hear more via another post or comment. -Emily",1,0
569,1132,38,Courtney- Your experience in Junior ROTC is really impressive. How have you continued to practice leadership skills in college?,1,1
570,1136,38,"Courtney- Thanks for sharing your experience helping your teammates. As an HDFS major, you will definitely use emotional intelligence and teamwork in your future. I\'m a fifth year graduate student in HDFS, and if you are looking for research or other opportunities in HDFS, I would be happy to help (eaw237@psu.edu).",1,1
571,1228,38,"It\'s great that you found a niche at Penn State after a rough start. Have you had any experiences in Gamma Sigma Sigma or in other clubs that are related to your major, Athletic Training? You\'ll gain valuable skills in all your experiences at PSU, and it\'s always good to find some experiences that are related to your major, too.",1,1
572,1135,38,"Samantha- It\'s great that you want to join many clubs and organizations! It makes college more fun and you will build valuable connections, like you describe below. Definitely update us on experiences you have had in addition to Sorority Recruitment now that the semester is in full swing!",1,0
573,1180,38,"Celine- I\'m glad you were able to learn from this valuable role modeling. However, it\'s unclear what your involvement was in the incident. It would be great to see more posts about things you\'ve done, especially here at Penn State.",1,0
574,1283,38,"Anya, This is a great post. It was interesting to hear about your interest in art and creativity. You should consider taking a class at the Center for Arts and Crafts- really fun and great for amateurs! (http://studentaffairs.psu.edu/hub/craftcenter/)",1,0
575,1333,38,"Wow Liza, what a story! I would have been very stressed if I had to teach a class on the fly. You should consider being an undergrad TA during your time at Penn State- talk to instructors and other undergrad TAs.",1,0
576,1354,38,Michelle- can\'t wait to hear about more of your leadership positions. I love all the details in this post.,1,0
577,1327,38,"Melanie- Thanks for sharing. I would definitely add \""""Initiative\"""" to the list of skills you used here.",1,0
578,1290,38,"Sara- This is a really intense story, thank you for sharing! Being an EMT is great experience as a BBH major. I\'m interested to hear more about your Penn State experiences as you go on.",1,0
580,1240,3390,This is a great story. Especially for recruiters to see you leadership skills and philanthropy. This is a really good post.,1,1
581,1302,3390,"Your wording can be improve in the beginning of this post. \""""I developed the soft skill of self-awareness since i could look back on my actions\"""" is an awkward sentence. Very wordy too. There isn\'t much flow to this post. You jump from family hiking story to your brother\'s leadership skill at Penn State. Try to focus on the flow of your post next entry. I like at the end you talk about one of your leadership skills. However, I think you should consider revising this post.",1,1
583,1304,3390,"This is a great post that could use a little of tweaking with word choice. Other than that I like how you connected the nature in the arboretum to the story when you were 10yrs old. You chose the perfect soft skill of \""""curiosity\"""".",1,1
585,1369,3390,This is a great post about how you apply the things you learned in this event. I agree that social media has taken away from our privacy but it is how you let it is the key. Mediating how much you put on social media is a great skill to develop in order to promote the best Image of yourself. If there is any chance you can add more to this post i would put how this experience mode you specifically in a professional setting.,1,0
586,1297,3390,Love that you went with your group. Great post. This is what we want in a post,1,0
587,1358,3390,Good post. I think you should aware of speaking in passive voice. Also your sentence structure can use work. But the skills displayed are exactly what we are looking for,1,0
588,1310,3390,"There is a good flow to your post. Im kind of confused how the skill \""""diversity\"""" fits in but thats something you can flesh out.",1,0
589,1320,3390,I like the honesty. Next time try to reflect more while you are in the area about your history and/or how something you see has sparked a revelation of a skill you have or may want to develop,1,1
593,1143,3092,"One of my favorite cheesy sayings is \""""a whole is greater than the sum of its parts!\"""" It definitely applies here: with the support of the other women, you were able to do do things that you wouldn\'t have on your own. I also suggest adding \'teamwork\' as a skill tag.
I\'m glad you see the value in leaving your comfort zone- in my opinion, it\'s the best way to learn about yourself. Make this a habit and you\'ll keep growing as a person!",1,1
594,1191,3092,"Hannah- I\'m glad you could learn so much in just one weekend! 

I believe that the best kind of leader is adaptable. In this case, if nobody had stepped up to develop the plan, would you have? However, it\'s great that you recognized your natural leadership role. 

Here\'s my favorite article on the topic: it gives concrete actions to become a more well-rounded leader.  http://www.championshipcoachesnetwork.com/public/385.cfm",1,1
595,1188,3092,"Alaina, here\'s a story for you: when I was younger I was pretty shy, but now my friends know me as \""""SO good at meeting people.\"""" I now love talking to strangers and going to events alone- it\'s the best way to meet new people! Plus, making new connections will make your career and life much better. 

As I found, this is something that comes with practice. Set a benchmark for yourself to have a conversation with someone new each day. You\'ll learn some interesting things, and it\'ll become a habit.",1,1
596,1202,3092,"Your first sentence made my day- at Live It, we\'re based on the power that reflection has to create personal change! I encourage you to post more entries reflecting on life experiences.

Have you thought about how leadership and reflection work together? The best leaders constantly seek improvement: using what they learn through reflection, they alter their thoughts and behaviors to become more effective.",1,1
597,1378,3537,"Nicely written succinct explanation for all three of your choices. Think about how you might respond if an interviewer saw this and asked about your wanting to be the \""""best of the best\"""", but the job requires much collaborative teamwork. You are correct that you need to be at the top of your class to enter Athletic Training, but you might need to think about and explain how you can achieve that and still be a great team player.",1,0
598,1340,3537,Nicely done connecting two of your chosen art works to your choice of Penn State as your University!,1,1
599,1401,3537,You\'ve done a nice job of explaining how you developed some teamwork skills and how you would use them in a business.  I believe these skills will be critical even if you end up working for someone else rather than starting your own business.,1,0
600,1388,3537,Interesting and succinct descriptions of three very different artwork choices.  Do you think you they might also have some sort of connectedness also?  I would ask you this if I was talking to you about this post.,1,0
601,1382,3537,Interesting and succinct descriptions of your chosen artwork that really show some deeper thinking on your part as well as letting a bit of your personality and values shine through.,1,0
603,1400,3537,Nice job connecting all the works of art you chose and using them to share a little bit about yourself at the same time.,1,0
604,1398,3537,Interesting and succinct description of your chosen artwork that really shows some deeper thinking on your part as well as letting a bit of your personality and values shine through.,1,1
605,1394,3537,Interesting and succinct description of your chosen artwork that really shows some deeper thinking on your part as well as letting a bit of your personality and values shine through.  Good explanation of how this painting reflects your experiences with the Four Diamonds fund.,1,1
610,1333,3113,"Liza, this sounds like a very rewarding experience and use of your time.  It sounds like you differentiated to meet the needs of each learner which is key to rapid learning growth.  Some folks would have goofed off without the lead teacher being in the room so cheers to your initiative.  I would encourage you to think of more events where you should initiative and put them on Live It to allow instructors, mentors, and recruiters to see your hard work. Feel free to reach out: dknicely@liveitu.com",1,1
611,1326,3113,"Melanie, I\'m so glad you shared this experience as it truly captures a great opportunity from your high school work that translates clearly to college and beyond.  I also served as a student council member in my high school and actually gave the keynote for our graduation.  It was rewarding and required the skill tags you identified here.  These skills will continue to pay dividends as you head into your career.  I certainly used these skills when I worked for Hilton hotels.",1,1
612,1078,3113,"Zach, this is a great post to show how you were able to tame multiple tasks at one time.  Your ability to partner with other individuals and agencies will certainly be a cornerstone for you in the finance field.  Do you see yourself continuing down the entrepreneurial path of building a brand via management or do you plan to push into a standard financial position?  Feel free to reach out via email dknicely@liveitu.com.",1,1
613,1420,3571,"Camila, Possessing initiative skills are essential to becoming a leader. I am glad you shared this experience, it really shows the initiative you take in projects and how strongly you feel about them. This is a great attitude to have!  I think you should definitely add Teamwork as a skill tag in place of innovation.",1,1
614,1383,3571,"This is a great reflection on which pieces are of art you connected most with. However, I suggest maybe just sticking with on piece of art per post, It feels like you connect most with Peacock Blue and Yellow Seaform Set with Yellow Lip Wraps. To better your skills in critical thinking, you can put yourself in a situation where it involves this skill. The best way to strengthen and further develop is by doing!",1,0
615,1378,3571,"This is well written, However I would just be careful of making sure you review and edit before you post, I noticed you have a spelling error by \""""to enter so I have -T- be very good\""""",1,1
616,1377,3571,"I can relate to you on this one, You really hit the nail on the head. I think this post really encapsulates what you have learned as far as how to solve your attention span problem. I think you could further increase your conflict resolution skill by reading this article: http://www.skillsyouneed.com/ips/conflict-resolution.html.",1,1
617,1376,3571,"Wow, you did a lot for your team!!! This is a great description of how you used and developed your leadership skills. To further strengthen your leadership skills I highly suggest participating in another sport at Penn State, if you aren\'t already. If you get involved in any of the sports, even if you are not a team captain, you can still work on your leadership skills in a way that you seem to love!",1,1
618,1316,27,"Hi Cara! You will use teamwork almost everyday of your life and through this reflections, you\'ve shown that you understood the importance of this skill. I would also recommend that you consider other skills that you have developed in the process. \'Risk Taking\' or \'Adaptability\' could also fit in this post as you described conquering your fear at a young age. Keep it up!",1,1
619,1307,27,Thanks for sharing your experience! The Arboretum is a great example of how community service can make an impact on society. I would suggest you find new ways to contribute to your community. Penn State offers opportunities at http://volunteer.psu.edu/. You can also find service organizations at http://clubs.psu.edu.,1,1
620,1184,27,"Great reflection, Yoonsuk! The great thing about art is that any concept can be interpreted in several different ways, especially when the viewers come from different backgrounds and perspectives. In the digital age, more and more companies are hiring teams overseas to work together. Possessing intercultural skills is imperative in this generation to be able to communicate with people of other cultures. Keep it up!",1,0
621,1174,27,Thanks for sharing this experience! I see that you\'ve developed great skills from your experiences. I would suggest that you focus on one narrative to dive deeper into the story and reflect on that.,1,1
622,1422,3571,"That is a pretty good connection to circle back to opening your own business. Your teamwork skill ties in well with the idea of a start-up in the future. If you are really interested in opening a business in the future, the best way to get in that business mindset is by listening to successful persons like Tony Robinson, Robert Kiyosaki, and Napoleon Hill. I highly suggest either listening to or reading the book \""""Think and Grow Rich\"""" by Napoleon Hill.",1,1
623,1192,3571,"I think you did really well reflecting on the Shaver\'s Creek experience. You really encapsulated your leadership skill development well. I think that you should try joining other leadership groups, activities, or even an honor societies within Penn State to further increase your knowledge of leadership skills and how to be an even better leader! Here is the Penn State organization search to help find the organization that\'s perfect for you https://studentaffairs.psu.edu/hub/studentorgs/orgdirect",1,1
624,1206,3571,"It was interesting to see that you broke out of your shell, that is definitely a step in the right direction! I would really like to see more posts about your developing leadership experiences. I highly suggest looking through Penn State\'s organizations to find one that best suits your hobbies and can help you develop your leadership skills. Here is the link to find organizations that will suit you! https://studentaffairs.psu.edu/hub/studentorgs/orgdirectory/search.aspx",1,1
625,1295,27,"Jill, great reflection! As a past canner, I too had learned so much from the experience. You can learn qualities about yourself when engaging with the community. If you\'re looking for new ways to get involved, Penn State offers opportunities at http://volunteer.psu.edu/. You can also find service organizations at http://clubs.psu.edu. Keep it up!",1,0
626,1304,27,"Hi Elle, thanks for sharing your experience. Unsure of how your leadership experience relates to the reflection. I would suggest you add a little more focus in your narrative and hone in on the skills you developed at that given moment. Other than that, good work!",1,1
627,1310,27,Thanks for sharing your experiences! Having a sense of self-awareness is very important. It leads to the development of emotional intelligence skills and can help you in your personal and work relationships throughout your life. Keep it up!,1,1
628,1240,27,"Great reflection Taylor! Leadership is one of the biggest, most sought after qualities to have in a candidate. With leadership you can help others to be at the level of understanding you are. Keep doing what you are doing, it will strengthen this skill in the long-run! If you\'re looking for more ways to get involved, consider some of the orgs at PSU (clubs.psu.edu). Best of luck!",1,0
629,1185,27,"Hi Jeong, great job on this reflection. I enjoyed that you and your team were able to discuss current issues. Being able to share your perspectives with others is very useful in a team setting. Thanks for sharing!",1,1
632,895,3571,"I\'m not entirely sure where this title comes in to play, I would change it to better tell the short 4-word story summary of this post. I also LOVE your style of writing! Throw up the Creativity skill tag for this post. You did a really great job in really helping the reader envision the blueberry picking trip.",1,1
633,904,3571,"I would maybe even add the adaptability tag to this post. Reading this post shows me how you have adapted to the college life so much that you didn\'t have a thought in your mind about how it was, until you were reminded. You\'re style of writing was also very engaging and enjoyable to read!",1,1
634,932,3571,"I really like your extended use of vocabulary and the imagery you paint in your writing. However, I do believe there is some parts of your post that seem unnecessary. Some of that space could\'ve been used to elaborate more on how this experience embodied the \""""Teamwork\"""" skill tag. I definitely would like to see more posts that further elaborate on your teamwork skills!",1,1
635,885,3571,"So sorry to hear about your grandfather, my condolences. Your post was written very well and I think it is really nice you used a personal picture to help support your writing! I am eager to see more posts in the future about your skill developments. If you are really into music, if you are not already in a PSU music group, I highly suggest joining one that best fits your interests. This will help you experience scenarios that will help you develop your skills further!",1,1
636,1156,27,"Great reflection, Casey. Sharing your experience and perspective with others is a great skill to have in the work environment. And showing your patience and willingness to explain makes you a strong team member and leader. Nice job!",1,1
637,968,3571,"This is a really great story! It really embodies your intercultural Skills tag very well! To further develop these skills and learn even more, I highly suggest joining a group in Penn State where you can connect, and teach others about your culture. You could also learn from others as well.",1,1
